artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename,SAG
Aubrey Beardsley,,illustration,562.0,800.0,121819.0,wikiart,아르누보,Scarlet Pastorale,train_and_test,False,40799.jpg,Art Nouveau (Modern)||Aubrey Beardsley||illustration
William Merritt Chase,c.1888,genre painting,1113.0,1130.0,286322.0,wikiart,인상주의,Good Friends,train_and_test,False,102403.jpg,Impressionism||William Merritt Chase||genre painting
Jose Maria Velasco,1868.0,landscape,908.0,768.0,563644.0,wikiart,사실주의,El río de Tacubaya ,train_and_test,False,19072.jpg,Realism||Jose Maria Velasco||landscape
Ivan Shishkin,1883.0,landscape,1000.0,608.0,201013.0,wikiart,사실주의,Ferns in the forest. Siverskaya,train_and_test,False,18103.jpg,Realism||Ivan Shishkin||landscape
Pyotr Konchalovsky,1951,portrait,405.0,450.0,77314.0,wikiart,사실주의,Portrait of writer Vsevolod Vyacheslavovich Ivanov,train_and_test,False,96102.jpg,Realism||Pyotr Konchalovsky||portrait
Carl Larsson,1908,portrait,560.0,775.0,133697.0,wikiart,아르누보,Selma Lagerlöf,train_and_test,False,52536.jpg,Art Nouveau (Modern)||Carl Larsson||portrait
Pablo Picasso,1943,portrait,789.0,1088.0,566558.0,wikiart,초현실주의,Woman in green,train_and_test,False,54193.jpg,Surrealism||Pablo Picasso||portrait
Pieter de Hooch,c.1663,genre painting,2536.0,2065.0,497632.0,wikiart,바로크 양식,"Woman with infant, serving maid with child",train_and_test,False,27260.jpg,Baroque||Pieter de Hooch||genre painting
Frederic Edwin Church,1869.0,landscape,1024.0,658.0,219743.0,wikiart,낭만주의,Parthenon,test_only,False,39923.jpg,Romanticism||Frederic Edwin Church||landscape
Max Ernst,1934,illustration,1000.0,1481.0,250199.0,wikiart,초현실주의,"Illustration to ""A Week of Kindness""",train_and_test,False,17774.jpg,Surrealism||Max Ernst||illustration
Lucian Freud,1997,portrait,1162.0,1614.0,247483.0,wikiart,표현주의,Isaiah Berlin,train_and_test,False,99727.jpg,Expressionism||Lucian Freud||portrait
Jose Ferraz de Almeida Junior,1886.0,genre painting,579.0,450.0,407835.0,wikiart,사실주의,After the party,test_only,False,37082.jpg,Realism||Jose Ferraz de Almeida Junior||genre painting
Petrus Christus,1449,religious painting,1000.0,1158.0,177449.0,wikiart,북부 르네상스,St. Eligius as a goldsmith showing a ring to the engaged couple,train_and_test,False,27945.jpg,Northern Renaissance||Petrus Christus||religious painting
Rembrandt,1658,self-portrait,730.0,875.0,92513.0,wikiart,바로크 양식,Little Self-portrait,train_and_test,False,57150.jpg,Baroque||Rembrandt||self-portrait
John Singer Sargent,1879,portrait,816.0,957.0,102830.0,wikiart,사실주의,Madame Francois Buloz,train_and_test,False,100948.jpg,Realism||John Singer Sargent||portrait
Thomas Cole,1837,landscape,1142.0,710.0,161457.0,wikiart,낭만주의,"View on the Catskill, Early Autumn",train_and_test,False,48738.jpg,Romanticism||Thomas Cole||landscape
Edvard Munch,1900.0,genre painting,700.0,473.0,91641.0,wikiart,표현주의,Dance Of Life,train_and_test,False,13938.jpg,Expressionism||Edvard Munch||genre painting
Rene Magritte,1939,symbolic painting,1469.0,1227.0,275688.0,wikiart,초현실주의,The glass house,train_and_test,False,89347.jpg,Surrealism||Rene Magritte||symbolic painting
Jose Gutierrez Solana,1928.0,genre painting,800.0,624.0,165139.0,wikiart,표현주의,The Carnival,train_and_test,False,26494.jpg,Expressionism||Jose Gutierrez Solana||genre painting
John Jackson,,portrait,805.0,944.0,72894.0,wikiart,로코코 양식,Thomas Sydenham (1624–1689),test_only,False,4725.jpg,Rococo||John Jackson||portrait
Maurice Prendergast,1896,cityscape,1460.0,1901.0,333522.0,wikiart,인상주의,South Boston Pier (also known as Atlantic City Pier),train_and_test,False,86920.jpg,Impressionism||Maurice Prendergast||cityscape
Maurice Quentin de La Tour,,portrait,684.0,844.0,109460.0,wikiart,로코코 양식,Portrait of unknown man,train_and_test,False,24213.jpg,Rococo||Maurice Quentin de La Tour||portrait
John Wilson Carmichael,1858.0,marina,800.0,466.0,72198.0,wikiart,낭만주의,Off the Dutch Coast ,train_and_test,False,17082.jpg,Romanticism||John Wilson Carmichael||marina
Paul Klee,1940,portrait,940.0,1280.0,272470.0,wikiart,표현주의,After annealing ,train_and_test,False,43660.jpg,Expressionism||Paul Klee||portrait
Konstantin Makovsky,1884,portrait,561.0,699.0,62693.0,wikiart,사실주의,Zaporizhzhya Cossack,train_and_test,False,100899.jpg,Realism||Konstantin Makovsky||portrait
Claude Monet,1872,landscape,1942.0,1428.0,441549.0,wikiart,인상주의,Lilacs in the Sun,train_and_test,False,95119.jpg,Impressionism||Claude Monet||landscape
Jose Malhoa,1902.0,genre painting,497.0,681.0,77203.0,wikipedia,사실주의,Figura decorativa,train_and_test,False,82734.jpg,Realism||Jose Malhoa||genre painting
Childe Hassam,1894,landscape,1280.0,905.0,1643382.0,wikiart,인상주의,Isle of Shoals,train_and_test,False,53071.jpg,Impressionism||Childe Hassam||landscape
George Frederick Watts,1882,portrait,1984.0,2607.0,2609701.0,wikiart,낭만주의,Cardinal Manning,train_and_test,False,51172.jpg,Romanticism||George Frederick Watts||portrait
Matthias Grünewald,c.1519,religious painting,1576.0,3115.0,531452.0,wikiart,북부 르네상스,Altarpiece of Our Lady of the Snows,train_and_test,False,46782.jpg,Northern Renaissance||Matthias Grünewald||religious painting
Eugene Boudin,1869,landscape,1256.0,937.0,140863.0,wikiart,인상주의,Pier Deauville,train_and_test,False,100520.jpg,Impressionism||Eugene Boudin||landscape
Pierre-Auguste Renoir,1876,landscape,775.0,1237.0,249474.0,wikipedia,인상주의,Garden in the rue cortot,train_and_test,False,85470.jpg,Impressionism||Pierre-Auguste Renoir||landscape
Dmitry Levitzky,1773,portrait,1300.0,2127.0,433334.0,wikiart,로코코 양식,Portrait of Ekaterina Nelidova,train_and_test,False,11937.jpg,Rococo||Dmitry Levitzky||portrait
Karl Bryullov,1830,genre painting,723.0,1000.0,176978.0,wikiart,낭만주의,Confession of an Italian Woman,train_and_test,False,37104.jpg,Romanticism||Karl Bryullov||genre painting
Konstantin Makovsky,c.1870,portrait,693.0,1000.0,215411.0,wikiart,낭만주의,Oriental Motif,train_and_test,False,71523.jpg,Romanticism||Konstantin Makovsky||portrait
Joseph Wright,1790,portrait,535.0,827.0,121327.0,wikiart,로코코 양식,Portrait of Richard Arkwright Junior with his Wife Mary and Daughter Anne,train_and_test,False,22149.jpg,Rococo||Joseph Wright||portrait
Ivan Bilibin,1905.0,illustration,4055.0,1884.0,866524.0,wikiart,아르누보,Merchants. Illustration for Alexander Pushkin's 'Fairytale of the Tsar Saltan',train_and_test,False,91713.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Ivan Aivazovsky,1864,landscape,1000.0,721.0,84786.0,wikiart,낭만주의,View of the Sea from the Mountains at Sunset. Crimea,train_and_test,False,11787.jpg,Romanticism||Ivan Aivazovsky||landscape
Theophile Steinlen,1898.0,sketch and study,1600.0,1000.0,255823.0,wikiart,아르누보,Cat It Burns,train_and_test,False,2766.jpg,Art Nouveau (Modern)||Theophile Steinlen||sketch and study
Hans Holbein the Younger,c.1542,portrait,2024.0,2489.0,387023.0,wikipedia,북부 르네상스,"Henry Howard, Earl of Surrey",train_and_test,False,33424.jpg,Northern Renaissance||Hans Holbein the Younger||portrait
Franz Richard Unterberger,,cityscape,836.0,1000.0,233602.0,wikiart,낭만주의,Amalfi,train_and_test,False,13337.jpg,Romanticism||Franz Richard Unterberger||cityscape
Ford Madox Brown,1852,genre painting,2352.0,1831.0,1693110.0,wikiart,낭만주의,Pretty Baa-Lambs,test_only,False,14181.jpg,Romanticism||Ford Madox Brown||genre painting
Eugene Delacroix,1858,literary painting,880.0,1075.0,168927.0,wikiart,낭만주의,"Rebecca Kidnapped by the Templar, Sir Brian de Bois-Guilbert",train_and_test,False,22790.jpg,Romanticism||Eugene Delacroix||literary painting
Benjamin West,1776,portrait,2044.0,2560.0,881828.0,wikiart,로코코 양식,Queen Charlotte,train_and_test,False,1794.jpg,Rococo||Benjamin West||portrait
Samuel Palmer,1830.0,genre painting,600.0,600.0,309667.0,wikiart,낭만주의,The Sleeping Shepherd ,test_only,False,84823.jpg,Romanticism||Samuel Palmer||genre painting
John Singer Sargent,1892,landscape,1029.0,766.0,245630.0,wikiart,인상주의,"Cottage at Fairford, Gloucestershire",train_and_test,False,33953.jpg,Impressionism||John Singer Sargent||landscape
George Hemming Mason,1867.0,genre painting,944.0,508.0,81770.0,wikiart,낭만주의,"Evening, Matlock ",test_only,False,82258.jpg,Romanticism||George Hemming Mason||genre painting
Giovanni Domenico Tiepolo,c.1793,genre painting,900.0,1148.0,188587.0,wikiart,로코코 양식,Pulcinella with Acrobats,train_and_test,False,16175.jpg,Rococo||Giovanni Domenico Tiepolo||genre painting
Giovanni Fattori,1894.0,genre painting,1024.0,716.0,165142.0,wikiart,인상주의,Cowboys and Herds in the Maremma,test_only,False,60114.jpg,Impressionism||Giovanni Fattori||genre painting
Hugo van der Goes,1468,religious painting,524.0,1400.0,121233.0,wikiart,북부 르네상스,Calvary Triptych (Right panel),train_and_test,False,17832.jpg,Northern Renaissance||Hugo van der Goes||religious painting
Ilya Repin,1909.0,portrait,1000.0,599.0,70126.0,wikiart,사실주의,The Self immolation of Gogol,train_and_test,False,13710.jpg,Realism||Ilya Repin||portrait
Franz Richard Unterberger,,cityscape,656.0,768.0,207641.0,wikiart,낭만주의,"The Grand Canal, Venice",train_and_test,False,91517.jpg,Romanticism||Franz Richard Unterberger||cityscape
Paul Gauguin,1875,genre painting,1130.0,802.0,162379.0,wikiart,인상주의,Mette asleep on a sofa,train_and_test,False,6769.jpg,Impressionism||Paul Gauguin||genre painting
Ilya Repin,1883.0,portrait,736.0,1000.0,133598.0,wikiart,사실주의,Portrait of painter Grigory Grigoryevich Myasoyedov,train_and_test,False,8986.jpg,Realism||Ilya Repin||portrait
Isaac Levitan,1887,landscape,1000.0,703.0,166604.0,wikiart,사실주의,Apiary,train_and_test,False,54268.jpg,Realism||Isaac Levitan||landscape
Canaletto,c.1727,cityscape,750.0,572.0,104370.0,wikiart,바로크 양식,San Giacomo di Rialto,train_and_test,False,100309.jpg,Baroque||Canaletto||cityscape
Francesco Guardi,1788,marina,1000.0,602.0,177777.0,wikiart,바로크 양식,Outward Voyage of the Bucintoro to San Nicol del Lido,test_only,False,9131.jpg,Baroque||Francesco Guardi||marina
Guido Reni,1642,religious painting,1255.0,892.0,110575.0,wikiart,바로크 양식,Education of the Virgin,train_and_test,False,28314.jpg,Baroque||Guido Reni||religious painting
Albrecht Durer,,sketch and study,3000.0,1879.0,729445.0,wikiart,북부 르네상스,Martyrdom of the Ten Thousand,train_and_test,False,36152.jpg,Northern Renaissance||Albrecht Durer||sketch and study
Albrecht Durer,1528,animal painting,829.0,1162.0,205995.0,wikiart,북부 르네상스,Hare ,train_and_test,False,43680.jpg,Northern Renaissance||Albrecht Durer||animal painting
Theophile Steinlen,1892.0,illustration,719.0,800.0,216446.0,wikiart,아르누보,Pieta de Mazas  ,train_and_test,False,99162.jpg,Art Nouveau (Modern)||Theophile Steinlen||illustration
Francisco de Zurbaran,1629,religious painting,899.0,710.0,274653.0,wikiart,바로크 양식,Vision of St. Peter Nolasco,test_only,False,15275.jpg,Baroque||Francisco de Zurbaran||religious painting
Boris Kustodiev,1909.0,portrait,772.0,1000.0,186456.0,wikiart,아르누보,Portrait of the Artist's Wife,train_and_test,False,88485.jpg,Art Nouveau (Modern)||Boris Kustodiev||portrait
Childe Hassam,1918,landscape,1280.0,910.0,1577931.0,wikiart,인상주의,"Newfields, New Hampshire",train_and_test,False,98600.jpg,Impressionism||Childe Hassam||landscape
Gustav Klimt,1917,landscape,2024.0,1986.0,816876.0,wikiart,아르누보,Garden with Roosters,train_and_test,False,85604.jpg,Art Nouveau (Modern)||Gustav Klimt||landscape
Max Ernst,1934,illustration,1214.0,1473.0,350749.0,wikiart,초현실주의,"Illustration to ""A Week of Kindness""",train_and_test,False,49033.jpg,Surrealism||Max Ernst||illustration
William Bradford,1889.0,marina,1252.0,666.0,136504.0,wikiart,낭만주의,Sloops and Schooners at Evening Calm ,train_and_test,False,56126.jpg,Romanticism||William Bradford||marina
Franklin Carmichael,1929.0,landscape,800.0,641.0,120673.0,wikiart,아르누보,Mirror Lake,train_and_test,False,91107.jpg,Art Nouveau (Modern)||Franklin Carmichael||landscape
Orest Kiprensky,1825,portrait,562.0,638.0,80845.0,wikiart,낭만주의,Portrait of V. S. Sheremetev,train_and_test,False,52808.jpg,Romanticism||Orest Kiprensky||portrait
Giovanni Battista Tiepolo,1725,religious painting,1008.0,1254.0,160871.0,wikiart,로코코 양식,Annunciation,train_and_test,False,102119.jpg,Rococo||Giovanni Battista Tiepolo||religious painting
Efim Volkov,,landscape,904.0,515.0,56370.0,wikiart,사실주의,Warm Evening,train_and_test,False,60381.jpg,Realism||Efim Volkov||landscape
Vasily Perov,1865,genre painting,1600.0,1298.0,644687.0,wikiart,사실주의,Regular pool ,train_and_test,False,88652.jpg,Realism||Vasily Perov||genre painting
Jose Ferraz de Almeida Junior,,portrait,473.0,589.0,33511.0,wikiart,사실주의,José Manoel de Mesquita,test_only,False,48761.jpg,Realism||Jose Ferraz de Almeida Junior||portrait
Jan Matejko,,battle painting,800.0,617.0,120187.0,wikiart,낭만주의,Jan III at Vienna,train_and_test,False,76532.jpg,Romanticism||Jan Matejko||battle painting
Tom Roberts,1888.0,landscape,1230.0,878.0,524919.0,wikipedia,인상주의,Holiday Sketch at Coogee ,test_only,False,72976.jpg,Impressionism||Tom Roberts||landscape
Valentin Serov,1903.0,portrait,719.0,1000.0,123089.0,wikiart,인상주의,Portrait of Count Nikolay Sumarokov-Elstone,train_and_test,False,20583.jpg,Impressionism||Valentin Serov||portrait
Isaac Levitan,1895,landscape,1000.0,454.0,60623.0,wikiart,사실주의,Winter,train_and_test,False,100065.jpg,Realism||Isaac Levitan||landscape
Berthe Morisot,c.1880,portrait,701.0,1072.0,108496.0,wikiart,인상주의,Portrait of Marcel,train_and_test,False,56593.jpg,Impressionism||Berthe Morisot||portrait
John Jackson,,portrait,670.0,800.0,55077.0,wikiart,로코코 양식,"Constantine Henry Phipps (1797–1863), 1st Marquess of Normanby",test_only,False,53875.jpg,Rococo||John Jackson||portrait
Ernst Ludwig Kirchner,,cityscape,1216.0,1088.0,146013.0,wikiart,표현주의,Tramway in Dresden,train_and_test,False,2170.jpg,Expressionism||Ernst Ludwig Kirchner||cityscape
Balthus,1936,portrait,1335.0,2043.0,334396.0,wikiart,표현주의,Andre Derain,test_only,False,75368.jpg,Expressionism||Balthus||portrait
Alfred Sisley,1874,cityscape,779.0,510.0,117523.0,wikiart,인상주의,Village Street Grey Weather,train_and_test,False,102586.jpg,Impressionism||Alfred Sisley||cityscape
Alfred Sisley,1893,cityscape,739.0,589.0,58782.0,wikiart,인상주의,The Bridge at Moret,train_and_test,False,54757.jpg,Impressionism||Alfred Sisley||cityscape
Henri Fantin-Latour,,flower painting,964.0,993.0,40109.0,wikiart,사실주의,Vase of Dahlias,train_and_test,False,968.jpg,Realism||Henri Fantin-Latour||flower painting
Gustave Dore,,illustration,5878.0,4678.0,24158097.0,wikiart,낭만주의,The hoarders and wasters,train_and_test,False,31977.jpg,Romanticism||Gustave Dore||illustration
Nicholas Roerich,1920,design,800.0,612.0,121139.0,wikiart,아르누보,The scene with three figures in costumes,train_and_test,False,38776.jpg,Art Nouveau (Modern)||Nicholas Roerich||design
Eugene Boudin,,genre painting,989.0,542.0,132121.0,wikiart,인상주의,Beach Scene,train_and_test,False,75766.jpg,Impressionism||Eugene Boudin||genre painting
Theodore Rousseau,,landscape,748.0,512.0,75747.0,wikiart,사실주의,Landscape,train_and_test,False,88066.jpg,Realism||Theodore Rousseau||landscape
Childe Hassam,1889,landscape,899.0,1200.0,1817656.0,wikiart,인상주의,Villers-le-Bel (aka The Enchanted Hour),train_and_test,False,38365.jpg,Impressionism||Childe Hassam||landscape
Ivan Aivazovsky,1875,cityscape,1000.0,752.0,102310.0,wikiart,낭만주의,Lunar night at the sea,train_and_test,False,29531.jpg,Romanticism||Ivan Aivazovsky||cityscape
Esteban Frances,1934.0,symbolic painting,800.0,442.0,151796.0,wikiart,초현실주의,Composición,test_only,False,60409.jpg,Surrealism||Esteban Frances||symbolic painting
David Cox,1815.0,cityscape,1137.0,867.0,494003.0,wikiart,낭만주의,"Butcher's Row, Hereford ",train_and_test,False,62600.jpg,Romanticism||David Cox||cityscape
Gerrit Dou,,genre painting,641.0,863.0,97571.0,wikiart,바로크 양식,Woman Peeling Carrot,train_and_test,False,82768.jpg,Baroque||Gerrit Dou||genre painting
Bernardo Bellotto,1745,cityscape,2024.0,1467.0,315715.0,wikiart,로코코 양식,"View of an Old Bridge Over the River Po, Turin",train_and_test,False,54401.jpg,Rococo||Bernardo Bellotto||cityscape
Lucas Cranach the Elder,1502,religious painting,2024.0,2743.0,694095.0,wikiart,북부 르네상스,The Penitence of St. Jerome,train_and_test,False,24690.jpg,Northern Renaissance||Lucas Cranach the Elder||religious painting
Howard Pyle,,illustration,732.0,348.0,127270.0,wikiart,낭만주의,Otto of the Silver Hand 28,train_and_test,False,83117.jpg,Romanticism||Howard Pyle||illustration
Camille Corot,1857,landscape,1131.0,786.0,157738.0,wikiart,사실주의,"View of Chalet de Chenes, Bellvue, Geneva",train_and_test,False,84676.jpg,Realism||Camille Corot||landscape
Pierre Roy,,still life,394.0,570.0,116377.0,wikiart,초현실주의,Andromède prisonnière,train_and_test,False,15648.jpg,Surrealism||Pierre Roy||still life
Ivan Kramskoy,1881,portrait,796.0,1029.0,81199.0,wikiart,사실주의,The actor Vasily Samoilov,train_and_test,False,84172.jpg,Realism||Ivan Kramskoy||portrait
James Webb ,1876.0,landscape,944.0,615.0,103524.0,wikiart,낭만주의,The Bay of Naples ,train_and_test,False,46208.jpg,Romanticism||James Webb ||landscape
Amedeo Modigliani,1917,nude painting (nu),687.0,1054.0,200158.0,wikiart,표현주의,Venus (Standing nude),train_and_test,False,78145.jpg,Expressionism||Amedeo Modigliani||nude painting (nu)
Filipp Malyavin,1911,portrait,652.0,800.0,153023.0,wikiart,아르누보,Portrait of artist's family,test_only,False,90834.jpg,Art Nouveau (Modern)||Filipp Malyavin||portrait
Thomas Lawrence,,portrait,545.0,685.0,72139.0,wikiart,낭만주의,Sir Robert Frankland Russell,train_and_test,False,56213.jpg,Romanticism||Thomas Lawrence||portrait
Aleksey Savrasov,1883,landscape,727.0,1000.0,181258.0,wikiart,사실주의,Fire in woods,train_and_test,False,12842.jpg,Realism||Aleksey Savrasov||landscape
Joshua Reynolds,,portrait,583.0,710.0,59919.0,wikiart,로코코 양식,"Frederick Howard, 5th Earl of Carlisle",train_and_test,False,77400.jpg,Rococo||Joshua Reynolds||portrait
Maurice Quentin de La Tour,,sketch and study,704.0,966.0,150378.0,wikiart,로코코 양식,Study for portrait of unknown man,train_and_test,False,9683.jpg,Rococo||Maurice Quentin de La Tour||sketch and study
John Bauer,1913.0,illustration,1371.0,1387.0,2133999.0,wikiart,아르누보,Bland tomtar och troll ,train_and_test,False,91748.jpg,Art Nouveau (Modern)||John Bauer||illustration
Hieronymus Bosch,1500,religious painting,1000.0,1228.0,146117.0,wikiart,북부 르네상스,Haywain (detail),train_and_test,False,53834.jpg,Northern Renaissance||Hieronymus Bosch||religious painting
Henri Fantin-Latour,1881,flower painting,1078.0,880.0,188837.0,wikipedia,사실주의,Vase of Peonies,train_and_test,False,731.jpg,Realism||Henri Fantin-Latour||flower painting
Ivan Shishkin,,landscape,1000.0,600.0,161834.0,wikiart,사실주의,Study. Forest,train_and_test,False,81723.jpg,Realism||Ivan Shishkin||landscape
Jules Breton,1868.0,genre painting,999.0,540.0,117184.0,wikiart,사실주의,The Weeders ,train_and_test,False,101274.jpg,Realism||Jules Breton||genre painting
Camille Corot,1843,landscape,900.0,750.0,498623.0,wikiart,사실주의,"The Gardens of the Villa d'Este, Tivoli",train_and_test,False,97319.jpg,Realism||Camille Corot||landscape
David Cox,1853.0,cityscape,1257.0,827.0,511604.0,wikiart,낭만주의,The Opening of the New London Bridge ,train_and_test,False,12516.jpg,Romanticism||David Cox||cityscape
Honore Daumier,1849,caricature,384.0,512.0,22554.0,wikiart,사실주의,Lherbette,train_and_test,False,13837.jpg,Realism||Honore Daumier||caricature
Martin Schongauer,1470,religious painting,1364.0,1820.0,737452.0,wikiart,북부 르네상스,Holy Antonius,train_and_test,False,4795.jpg,Northern Renaissance||Martin Schongauer||religious painting
Samuel Palmer,1834.0,genre painting,1536.0,1274.0,297606.0,wikiart,낭만주의,"Evening, engraved by Welby Sherman  ",test_only,False,12418.jpg,Romanticism||Samuel Palmer||genre painting
Salvador Dali,1932,symbolic painting,1995.0,1600.0,1599950.0,wikiart,초현실주의,Memory of the Child-Woman,train_and_test,False,44222.jpg,Surrealism||Salvador Dali||symbolic painting
Candido Portinari,1958.0,genre painting,800.0,654.0,265764.0,wikiart,표현주의,Coffee Harvest ,train_and_test,False,70775.jpg,Expressionism||Candido Portinari||genre painting
James McNeill Whistler,c.1885,portrait,643.0,1001.0,249429.0,wikipedia,사실주의,Study of a Head,train_and_test,False,89849.jpg,Realism||James McNeill Whistler||portrait
Camille Pissarro,1903,cityscape,1280.0,925.0,303608.0,wikiart,인상주의,The Port of Le Havre,train_and_test,False,45161.jpg,Impressionism||Camille Pissarro||cityscape
Paula Modersohn-Becker,c.1906,sketch and study,2184.0,3120.0,3903577.0,wikiart,표현주의,Seated Nude with a flower,train_and_test,False,61622.jpg,Expressionism||Paula Modersohn-Becker||sketch and study
Camille Corot,1828,portrait,1576.0,2111.0,363675.0,wikiart,사실주의,Italian with Mug,train_and_test,False,8241.jpg,Realism||Camille Corot||portrait
Vincent van Gogh,1885,portrait,1921.0,2514.0,1567824.0,wikiart,사실주의,Portrait of a Woman,train_and_test,False,40396.jpg,Realism||Vincent van Gogh||portrait
Paul Gauguin,1884,landscape,630.0,903.0,189441.0,wikipedia,인상주의,Hillside,train_and_test,False,63069.jpg,Impressionism||Paul Gauguin||landscape
Francisco Goya,1799,capriccio,451.0,700.0,108620.0,wikiart,낭만주의,They Pare,train_and_test,False,65258.jpg,Romanticism||Francisco Goya||capriccio
Jan Matejko,,portrait,451.0,600.0,54220.0,wikipedia,낭만주의,Stefan Batory,train_and_test,False,68261.jpg,Romanticism||Jan Matejko||portrait
Frits Thaulow,,landscape,1626.0,1296.0,1486094.0,wikiart,인상주의,The Dordogne,train_and_test,False,93354.jpg,Impressionism||Frits Thaulow||landscape
Laura Knight,1920.0,genre painting,944.0,706.0,76543.0,wikiart,인상주의,Carnaval,train_and_test,False,44177.jpg,Impressionism||Laura Knight||genre painting
Jean-Francois Millet,1858,genre painting,388.0,480.0,27626.0,wikiart,사실주의,The Infant (The Sick Child),train_and_test,False,56687.jpg,Realism||Jean-Francois Millet||genre painting
William Shayer,,genre painting,444.0,544.0,34861.0,wikiart,낭만주의,Fishermen,train_and_test,False,88456.jpg,Romanticism||William Shayer||genre painting
William Merritt Chase,1890,landscape,1280.0,845.0,294436.0,wikiart,인상주의,"Terrace at the Mall, Cantral Park",train_and_test,False,81089.jpg,Impressionism||William Merritt Chase||landscape
Ernst Ludwig Kirchner,1914,genre painting,1508.0,2000.0,485600.0,wikiart,표현주의,Woman at Tea Time: Sick Woman,train_and_test,False,2576.jpg,Expressionism||Ernst Ludwig Kirchner||genre painting
Konstantin Bogaevsky,1940,landscape,1000.0,402.0,75840.0,wikiart,사실주의,Landscape,train_and_test,False,44614.jpg,Realism||Konstantin Bogaevsky||landscape
Francesco Guardi,c.1770,veduta,1182.0,900.0,180951.0,wikiart,바로크 양식,"Piazza San Marco, Venice",test_only,False,78461.jpg,Baroque||Francesco Guardi||veduta
Peter Paul Rubens,c.1625,portrait,746.0,1101.0,144066.0,wikipedia,바로크 양식,The Straw Hat,train_and_test,False,85061.jpg,Baroque||Peter Paul Rubens||portrait
Dorothea Tanning,1946,symbolic painting,348.0,450.0,134475.0,wikiart,초현실주의,Portefeuille (Pocketbook),train_and_test,False,55843.jpg,Surrealism||Dorothea Tanning||symbolic painting
William-Adolphe Bouguereau,1904,portrait,687.0,1095.0,420246.0,wikiart,사실주의,Far Niente,train_and_test,False,32358.jpg,Realism||William-Adolphe Bouguereau||portrait
Amedeo Modigliani,1919,portrait,701.0,1130.0,124896.0,wikiart,표현주의,Seated Woman with Child (Motherhood),train_and_test,False,76027.jpg,Expressionism||Amedeo Modigliani||portrait
William-Adolphe Bouguereau,1896,portrait,1783.0,2654.0,549477.0,wikiart,사실주의,Vocation,train_and_test,False,37208.jpg,Realism||William-Adolphe Bouguereau||portrait
Pablo Picasso,1939,portrait,906.0,1088.0,481974.0,wikiart,초현실주의,Woman's head,train_and_test,False,91718.jpg,Surrealism||Pablo Picasso||portrait
Stefan Popescu,,landscape,1000.0,714.0,117940.0,wikiart,인상주의,Jardin du Luxembourg,train_and_test,False,84034.jpg,Impressionism||Stefan Popescu||landscape
Salvador Dali,1929,landscape,960.0,800.0,241624.0,wikiart,초현실주의,The First Days of Spring,train_and_test,False,24082.jpg,Surrealism||Salvador Dali||landscape
Edgar Degas,c.1876,genre painting,1091.0,914.0,240387.0,wikiart,인상주의,The Chorus,train_and_test,False,31909.jpg,Impressionism||Edgar Degas||genre painting
Albrecht Durer,1514,religious painting,2827.0,3673.0,2351280.0,wikiart,북부 르네상스,St. Jerome in his Study,train_and_test,False,52965.jpg,Northern Renaissance||Albrecht Durer||religious painting
Berthe Morisot,1891,genre painting,634.0,1050.0,175277.0,wikiart,인상주의,Girl gathering cherries,train_and_test,False,73075.jpg,Impressionism||Berthe Morisot||genre painting
Vasily Surikov,1886,sketch and study,828.0,1000.0,283017.0,wikiart,사실주의,The old woman with a patterned headscarf,train_and_test,False,24352.jpg,Realism||Vasily Surikov||sketch and study
Charles-Francois Daubigny,,landscape,1000.0,778.0,171925.0,wikiart,사실주의,Entering The Village,train_and_test,False,92025.jpg,Realism||Charles-Francois Daubigny||landscape
Rembrandt,1633,portrait,781.0,1000.0,678257.0,wikiart,바로크 양식,Portrait Of A Young Woman With A Fan,train_and_test,False,34955.jpg,Baroque||Rembrandt||portrait
Francesco Guardi,1774,veduta,1200.0,880.0,160892.0,wikiart,바로크 양식,"The Basin of Saint Mark's Square, with San Giorgio and the Giudecca, c.1774 (oil on canvas)",test_only,False,68045.jpg,Baroque||Francesco Guardi||veduta
Jan Matejko,,portrait,645.0,800.0,132307.0,wikiart,낭만주의,Teodora Matejko,train_and_test,False,67082.jpg,Romanticism||Jan Matejko||portrait
Max Ernst,c.1923,symbolic painting,800.0,586.0,116930.0,wikiart,초현실주의,"Woman, Old Man and Flower Femme",train_and_test,False,55403.jpg,Surrealism||Max Ernst||symbolic painting
Gustav Klimt,1907,landscape,1360.0,1911.0,801357.0,wikiart,아르누보,The Sunflower,train_and_test,False,92382.jpg,Art Nouveau (Modern)||Gustav Klimt||landscape
Allan Ramsay,,portrait,531.0,649.0,58434.0,wikiart,로코코 양식,Mary Digges (1737-1829) Lady Robert Manners,train_and_test,False,55308.jpg,Rococo||Allan Ramsay||portrait
Pablo Picasso,1941,portrait,804.0,1088.0,469660.0,wikiart,초현실주의,Woman sitting in an armchair,train_and_test,False,79391.jpg,Surrealism||Pablo Picasso||portrait
Charles M. Russell,1903.0,genre painting,1280.0,750.0,468952.0,wikiart,낭만주의,When Sioux and Blackfeet Meet ,train_and_test,False,39461.jpg,Romanticism||Charles M. Russell||genre painting
