artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
4,1984.0,abstract,640.0,250.0,21926.0,wikiart,Abstract Expressionism,Walk,train_and_test,True,8545.jpg
Terry Frost,1959.0,abstract,1536.0,948.0,166797.0,wikiart,Abstract Expressionism,Yellow Triptych,train_and_test,False,52768.jpg
Helen Frankenthaler,1983,abstract,550.0,403.0,78487.0,wikiart,Abstract Expressionism,Deep Sun,train_and_test,True,77414.jpg
Abidin Dino,,flower painting,2200.0,3031.0,507037.0,wikiart,Abstract Expressionism,SOYUT KOMPOZİSYON,train_and_test,True,5025.jpg
Manabu Mabe,,abstract,570.0,446.0,99692.0,wikiart,Abstract Expressionism,Life,train_only,True,37187.jpg
Bui Xuan Phai,,abstract,1009.0,706.0,479072.0,wikiart,Abstract Expressionism,(Abstract),train_and_test,True,9736.jpg
Sam Francis,1975,abstract,600.0,598.0,107174.0,wikiart,Abstract Expressionism,Untitled Mandala,train_and_test,True,66217.jpg
Jackson Pollock,1942.0,abstract,1095.0,786.0,183704.0,wikiart,Abstract Expressionism,Stenographic Figure,train_and_test,True,84617.jpg
Alvaro Lapa,,abstract,843.0,758.0,246897.0,wikiart,Abstract Expressionism,unknown title,train_and_test,True,63006.jpg
Howard Mehring,1960,abstract,575.0,578.0,82900.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,99536.jpg
Mark Tobey,1958,abstract,779.0,687.0,60269.0,wikiart,Abstract Expressionism,Calligraphic Still Life No. 3,train_only,True,99026.jpg
Jackson Pollock,1942.0,abstract,749.0,1139.0,240895.0,wikiart,Abstract Expressionism,Male and Female,train_and_test,True,67847.jpg
Endre Balint,1973,symbolic painting,1454.0,615.0,102956.0,wikiart,Abstract Expressionism,In Memoriam Bartók,train_and_test,True,36362.jpg
Moshe Kupferman,1971,abstract,570.0,497.0,271381.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,100179.jpg
Gunther Forg,1993.0,abstract,401.0,570.0,198029.0,wikiart,Abstract Expressionism,Heliogravuren zu den Documenta Bildern,test_only,False,555.jpg
Sam Francis,1964,abstract,512.0,382.0,189895.0,wikiart,Abstract Expressionism,All Red,train_and_test,True,29817.jpg
Hans Hofmann,1950,portrait,439.0,525.0,59549.0,wikiart,Abstract Expressionism,Polynesian,test_only,False,32137.jpg
Bradley Walker Tomlin,1949,abstract,745.0,768.0,104221.0,wikiart,Abstract Expressionism,Number 12,train_only,True,47515.jpg
Esteban Vicente,1982,abstract,828.0,1024.0,25032.0,wikiart,Abstract Expressionism,Zarzuela,train_and_test,True,47909.jpg
Victor Hugo,1854.0,abstract,500.0,366.0,19610.0,wikiart,Abstract Expressionism,Silhouette fantastique,train_only,True,21949.jpg
Terry Frost,1962.0,abstract,940.0,940.0,61588.0,wikiart,Abstract Expressionism,May 1962 (Stays),train_and_test,False,2221.jpg
Joan Mitchell,1960,abstract,683.0,850.0,232039.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,14260.jpg
Sam Francis,1949,abstract,500.0,419.0,121018.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,92349.jpg
Joan Mitchell,1951,abstract,918.0,850.0,295104.0,wikiart,Abstract Expressionism,Untitled ,train_and_test,True,11078.jpg
John Ferren,1958.0,abstract,400.0,480.0,168379.0,wikiart,Abstract Expressionism,Navaho,train_and_test,False,73485.jpg
Jay DeFeo,1959,abstract,500.0,815.0,147443.0,wikiart,Abstract Expressionism,The Annunciation,train_and_test,False,79685.jpg
Blinky Palermo,1966.0,abstract,804.0,689.0,568430.0,wikiart,Abstract Expressionism,Fensterkreuz II,train_and_test,True,35523.jpg
William Baziotes,1955,abstract,475.0,349.0,74726.0,wikiart,Abstract Expressionism,The Beach,train_and_test,True,62741.jpg
Henri Matisse,1952,nude painting (nu),530.0,800.0,93758.0,wikiart,Abstract Expressionism,Blue Nude III ,train_and_test,True,48503.jpg
Vasile Dobrian,,abstract,450.0,550.0,60414.0,wikiart,Abstract Expressionism,We Were So Close That Nothing Used to Stand Between Us (from the Autumn series),train_and_test,True,51549.jpg
Dan Christensen,,abstract,401.0,570.0,58558.0,wikiart,Abstract Expressionism,Jivaro I,train_and_test,True,9368.jpg
Al Held,1955.0,abstract,396.0,480.0,173023.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,46471.jpg
Jackson Pollock,1953.0,abstract,490.0,311.0,122152.0,wikiart,Abstract Expressionism,Ocean Greyness,train_and_test,False,21361.jpg
John Ferren,1958.0,abstract,720.0,575.0,79412.0,wikiart,Abstract Expressionism,Greenock,train_and_test,False,44921.jpg
Jack Bush,1958.0,abstract,800.0,599.0,300937.0,wikiart,Abstract Expressionism,Yellow Flower,train_and_test,False,72119.jpg
Jose Guerrero,1971.0,abstract,580.0,700.0,45619.0,wikiart,Abstract Expressionism,Intervalos Azules,train_only,True,13734.jpg
Raoul Ubac,1972.0,abstract,367.0,500.0,73403.0,wikiart,Abstract Expressionism,Un coin de terre,train_and_test,True,34541.jpg
Sam Francis,1957,abstract,972.0,1242.0,113234.0,wikiart,Abstract Expressionism,Painting,train_and_test,True,14155.jpg
Giorgio Cavallon,1938,figurative,1400.0,941.0,252092.0,wikiart,Abstract Expressionism,Country Scene,train_only,True,1970.jpg
Sam Francis,1967,abstract,500.0,389.0,97958.0,wikiart,Abstract Expressionism, Abstract Composition (SF 61),train_and_test,True,64623.jpg
Raoul Ubac,1972.0,abstract,500.0,362.0,60753.0,wikiart,Abstract Expressionism,Corps endormi,train_and_test,False,102326.jpg
Sam Francis,1980,abstract,600.0,276.0,69043.0,wikiart,Abstract Expressionism,Free Floating Clouds,train_and_test,True,80637.jpg
Paul Guiragossian,1969.0,figurative,358.0,512.0,120740.0,wikiart,Abstract Expressionism,The Bride,train_only,True,65113.jpg
Victor Hugo,1875.0,abstract,546.0,440.0,72608.0,wikiart,Abstract Expressionism,Composition with taches,train_only,True,17977.jpg
Alice Baber,1978.0,abstract,500.0,344.0,63696.0,wikiart,Abstract Expressionism,Night of the Res Wind,train_and_test,False,28277.jpg
Arshile Gorky,1944,abstract,1060.0,800.0,153195.0,wikiart,Abstract Expressionism,The Liver is the Cock's Comb ,train_only,True,14535.jpg
Manabu Mabe,1965.0,abstract,405.0,500.0,49720.0,wikiart,Abstract Expressionism,Dourado No. 34,train_only,True,90326.jpg
Richards Ruben,1986.0,abstract,500.0,658.0,107209.0,wikiart,Abstract Expressionism,Light in Dark,test_only,False,86552.jpg
Elaine de Kooning,1958,figurative,592.0,480.0,178407.0,wikiart,Abstract Expressionism,Abstraction (Standing Bull),train_only,True,8252.jpg
Bui Xuan Phai,,abstract,1006.0,643.0,143915.0,wikiart,Abstract Expressionism,(Abstract),train_and_test,False,9925.jpg
Jean-Paul Riopelle,,abstract,1280.0,758.0,690079.0,wikiart,Abstract Expressionism,Composition,train_and_test,True,54912.jpg
Helen Frankenthaler,1989,abstract,373.0,570.0,115161.0,wikiart,Abstract Expressionism,Guadalupe,train_and_test,False,32637.jpg
Mark Tobey,1964,abstract,700.0,574.0,95101.0,wikiart,Abstract Expressionism,Childs Fantasy,train_only,True,22383.jpg
Sam Francis,1974,self-portrait,340.0,504.0,68508.0,wikiart,Abstract Expressionism,SF74-44,train_and_test,True,103249.jpg
Richard Pousette-Dart,1943,abstract,644.0,750.0,289586.0,wikiart,Abstract Expressionism,The Center,train_and_test,True,94618.jpg
William Scott,1957,still life,944.0,763.0,74659.0,wikiart,Abstract Expressionism,Still Life with White Mug,train_and_test,False,74222.jpg
Taro Yamamoto,1961.0,abstract,534.0,480.0,204766.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,30162.jpg
Sam Francis,1972,abstract,432.0,570.0,357022.0,wikiart,Abstract Expressionism,Dewy Unicorn,train_and_test,True,61092.jpg
Hassel Smith,1960,abstract,524.0,510.0,66450.0,wikiart,Abstract Expressionism,Psychoseismorama II,train_only,True,33622.jpg
Rodolfo Arico,1987.0,abstract,600.0,379.0,47536.0,wikiart,Abstract Expressionism,Figura informe,train_and_test,False,36824.jpg
Richard Diebenkorn,,abstract,1602.0,2016.0,450868.0,wikiart,Abstract Expressionism,Berkeley No. 8,train_and_test,True,75480.jpg
Hans Hofmann,1952,abstract,534.0,631.0,168380.0,wikiart,Abstract Expressionism,"Composition, No.V",test_only,False,82363.jpg
Robert Goodnough,2005.0,abstract,484.0,480.0,210958.0,wikiart,Abstract Expressionism,Listen,train_and_test,True,76517.jpg
Jock Macdonald,1955.0,abstract,505.0,403.0,341933.0,wikiart,Abstract Expressionism,Riviera Winter Colour Symphony,train_and_test,False,84162.jpg
Jimmy Ernst,1962,abstract,390.0,480.0,64816.0,wikiart,Abstract Expressionism,Recollections and Silence,train_only,True,47378.jpg
Perle Fine,1951,abstract,433.0,1024.0,333680.0,wikiart,Abstract Expressionism,Untitled,test_only,False,80201.jpg
Kenzo Okada,1972.0,abstract,501.0,570.0,107038.0,wikiart,Abstract Expressionism,White and Brown,train_and_test,True,72965.jpg
Moshe Kupferman,1982,abstract,570.0,490.0,239441.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,68363.jpg
Joan Mitchell,1976,abstract,606.0,850.0,283840.0,wikiart,Abstract Expressionism,Tournesols,train_and_test,True,34225.jpg
M.F. Husain,1962.0,cityscape,570.0,417.0,222678.0,wikiart,Abstract Expressionism,Rajasthan Landscape,train_and_test,True,50917.jpg
Guido Molinari,1953.0,abstract,1200.0,894.0,436030.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,85119.jpg
Gotthard Graubner,1964,abstract,435.0,570.0,164902.0,wikiart,Abstract Expressionism,Untitled,train_only,True,97036.jpg
Kazuo Nakamura,1973.0,landscape,576.0,463.0,74048.0,wikiart,Abstract Expressionism,Solitude 7,train_only,True,80416.jpg
Alexander Liberman,1975,abstract,640.0,403.0,279661.0,wikiart,Abstract Expressionism,Untitled Abstract,train_only,True,15544.jpg
Manabu Mabe,,abstract,550.0,425.0,50741.0,wikiart,Abstract Expressionism,Dever,train_only,True,86907.jpg
Jay DeFeo,1975,abstract,500.0,339.0,36911.0,wikiart,Abstract Expressionism,Cabbage Rose,train_and_test,True,57447.jpg
Henri Matisse,1943,illustration,597.0,700.0,73157.0,wikiart,Abstract Expressionism,The Toboggan,train_and_test,True,19507.jpg
Louis Schanker,1957.0,abstract,570.0,453.0,262749.0,wikiart,Abstract Expressionism,Green Forms,train_and_test,True,59859.jpg
Alvaro Lapa,1989.0,abstract,275.0,815.0,43764.0,wikiart,Abstract Expressionism,Francis of Assisi,train_and_test,True,10361.jpg
Helen Frankenthaler,1998,abstract,500.0,444.0,127554.0,wikiart,Abstract Expressionism,Tales of Genji I,train_and_test,True,16180.jpg
Sam Francis,1964,abstract,411.0,550.0,160281.0,wikiart,Abstract Expressionism,Blue Bones,train_and_test,True,56237.jpg
11.7.07,2007.0,abstract,530.0,640.0,141747.0,wikiart,Abstract Expressionism,Vincent's Moon,train_and_test,False,10085.jpg
Pedro Coronel,1961,abstract,367.0,499.0,263150.0,wikiart,Abstract Expressionism,Deshabitados #101,train_only,True,5533.jpg
Richard Diebenkorn,,abstract,1488.0,1682.0,464337.0,wikiart,Abstract Expressionism,Berkeley No. 58,train_and_test,True,74151.jpg
Jackson Pollock,1943.0,figurative,1032.0,817.0,153026.0,wikiart,Abstract Expressionism,Blue (Moby Dick),train_and_test,True,25313.jpg
Gunther Forg,2000.0,abstract,383.0,500.0,89153.0,wikiart,Abstract Expressionism,Untitled,test_only,False,56105.jpg
Norman Bluhm,1960,abstract,1173.0,1400.0,377884.0,wikiart,Abstract Expressionism,Excalibur,train_and_test,True,32018.jpg
Sam Francis,1975,abstract,397.0,400.0,47619.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,36926.jpg
Jane Frank,1964.0,abstract,389.0,410.0,86896.0,wikiart,Abstract Expressionism,Plum Point,train_only,True,79518.jpg
Clyfford Still,1947,abstract,512.0,541.0,55029.0,wikiart,Abstract Expressionism,1947-R-No. 1,train_only,True,98249.jpg
Gene Davis,1952,abstract,1400.0,1156.0,252206.0,wikiart,Abstract Expressionism,Saber Dance,train_and_test,False,8343.jpg
William Baziotes,1947,abstract,496.0,599.0,42982.0,wikiart,Abstract Expressionism,Cyclops,train_and_test,True,69451.jpg
Kazuo Nakamura,1954.0,abstract,800.0,620.0,120852.0,wikiart,Abstract Expressionism,Inner View,train_only,True,88635.jpg
Friedel Dzubas,,abstract,302.0,500.0,79788.0,wikiart,Abstract Expressionism,Rush,train_and_test,True,89847.jpg
Pol Bury,1959,abstract,383.0,480.0,21935.0,wikiart,Abstract Expressionism,Ponctuation,train_only,True,45859.jpg
Stephen Mueller,2010,abstract,550.0,549.0,227949.0,wikiart,Abstract Expressionism,Denton,train_only,True,3558.jpg
Terry Frost,1989.0,abstract,496.0,730.0,60427.0,wikiart,Abstract Expressionism,Variations,train_and_test,False,65943.jpg
Alvaro Lapa,1982.0,abstract,640.0,471.0,35787.0,wikiart,Abstract Expressionism,Auto,train_and_test,False,83599.jpg
Anne Ryan,1950.0,,458.0,570.0,209401.0,wikiart,Abstract Expressionism,Untitled,train_only,True,101244.jpg
Jimmy Ernst,1969,abstract,489.0,480.0,12208.0,wikiart,Abstract Expressionism,Moonscape,train_only,True,78526.jpg
Howard Mehring,1960,abstract,500.0,501.0,92807.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,61185.jpg
Jackson Pollock,1940.0,figurative,521.0,730.0,71296.0,wikiart,Abstract Expressionism,Man with Knife,train_and_test,True,63034.jpg
Terry Frost,1970.0,abstract,1528.0,1180.0,59158.0,wikiart,Abstract Expressionism,Green and Orange,train_and_test,False,51308.jpg
Milton Resnick,1982.0,abstract,640.0,478.0,297257.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,37741.jpg
Abidin Dino,,abstract,430.0,574.0,37232.0,wikiart,Abstract Expressionism,unknown title,train_and_test,True,30269.jpg
Gotthard Graubner,2000,abstract,444.0,570.0,298965.0,wikiart,Abstract Expressionism,Untitled,train_only,True,56918.jpg
Jack Bush,1956.0,abstract,640.0,561.0,76154.0,wikiart,Abstract Expressionism,Summer No. 3,train_and_test,True,99588.jpg
George Stefanescu-Ramnic ,2005,symbolic painting,633.0,800.0,303106.0,wikiart,Abstract Expressionism,Nameless Actor     ,train_and_test,False,46152.jpg
Sam Francis,1955,abstract,400.0,550.0,166879.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,69838.jpg
Richard Pousette-Dart,1951,abstract,750.0,654.0,282928.0,wikiart,Abstract Expressionism,White Garden,train_and_test,True,55358.jpg
Abidin Dino,1979.0,landscape,422.0,410.0,36765.0,wikiart,Abstract Expressionism,Deniz Küstü,train_and_test,True,63546.jpg
Richard Pousette-Dart,1951,abstract,640.0,318.0,47745.0,wikiart,Abstract Expressionism,Number 1,train_and_test,False,3739.jpg
"Ploughed Fields, Maryland",1974.0,abstract,399.0,377.0,118979.0,wikiart,Abstract Expressionism,Aerial Series,train_only,True,62311.jpg
Sam Francis,1994,abstract,540.0,336.0,48609.0,wikiart,Abstract Expressionism,"Untitled (SFP94-133, SFF.1803)",train_and_test,False,60906.jpg
Edward Corbett,1951,abstract,537.0,636.0,72492.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,74905.jpg
Robert Goodnough,,abstract,512.0,560.0,203709.0,wikiart,Abstract Expressionism,Composition,train_and_test,True,56060.jpg
Esteban Vicente,1962,abstract,1024.0,758.0,65654.0,wikiart,Abstract Expressionism,Comstock,train_and_test,True,62362.jpg
Jack Tworkov,1966.0,abstract,640.0,465.0,231710.0,wikiart,Abstract Expressionism,Trace,train_and_test,False,2174.jpg
William Scott,1961,abstract,800.0,739.0,78571.0,wikiart,Abstract Expressionism,"White, Sand and Ochre",train_and_test,True,88990.jpg
Sam Francis,1970,abstract,570.0,405.0,250736.0,wikiart,Abstract Expressionism,Green Ring,train_and_test,False,3140.jpg
Rodolfo Arico,1965.0,abstract,600.0,425.0,18183.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,53087.jpg
Sam Francis,1973,abstract,570.0,377.0,326302.0,wikiart,Abstract Expressionism,And Pink,train_and_test,True,15869.jpg
Walasse Ting,1969.0,cloudscape,1024.0,765.0,711034.0,wikiart,Abstract Expressionism,Sweet Milky Way,train_and_test,True,97804.jpg
Richard Diebenkorn,,landscape,942.0,1004.0,134900.0,wikiart,Abstract Expressionism,Landscape with Figure,train_and_test,False,12299.jpg
John Cage,1988.0,abstract,528.0,351.0,47775.0,wikiart,Abstract Expressionism,"New River Watercolor, Series IV, #4",test_only,False,7028.jpg
Jimmy Ernst,1965,abstract,640.0,475.0,97055.0,wikiart,Abstract Expressionism,Equations,train_only,True,55335.jpg
Burhan Dogancay,1984,abstract,640.0,320.0,25343.0,wikiart,Abstract Expressionism,Saratoga Dreaming,train_and_test,True,62215.jpg
Alma Woodsey Thomas,1960,abstract,500.0,596.0,164323.0,wikiart,Abstract Expressionism,Red Abstraction,train_only,True,42391.jpg
Jimmy Ernst,1946,abstract,444.0,480.0,45598.0,wikiart,Abstract Expressionism,See See Rider,train_only,True,21341.jpg
Jean-Paul Riopelle,,abstract,1200.0,1200.0,197424.0,wikiart,Abstract Expressionism,Lithograph 1968,train_and_test,False,37777.jpg
Terry Frost,1989.0,abstract,496.0,730.0,36003.0,wikiart,Abstract Expressionism,"Tree, Tree",train_and_test,True,78886.jpg
Gandy Brodie,1957.0,still life,570.0,570.0,277619.0,wikiart,Abstract Expressionism,Snowy Day and Willow,train_and_test,True,94108.jpg
John Cage,1987.0,abstract,480.0,402.0,41848.0,wikiart,Abstract Expressionism,Déka 27,test_only,False,60255.jpg
Sam Francis,1988,abstract,377.0,570.0,296156.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,8635.jpg
John Ferren,1959.0,abstract,467.0,570.0,109825.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,397.jpg
Mark Rothko,1949,abstract,548.0,800.0,102521.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,30990.jpg
Moshe Kupferman,1992,abstract,604.0,748.0,152393.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,84139.jpg
Taro Yamamoto,1964.0,abstract,458.0,570.0,215773.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,71625.jpg
John Ferren,1951.0,abstract,648.0,505.0,73250.0,wikiart,Abstract Expressionism,Desert Landscape,train_and_test,True,23548.jpg
M.F. Husain,1964.0,landscape,399.0,570.0,197038.0,wikiart,Abstract Expressionism,Black Hill,train_and_test,True,66711.jpg
Anne Ryan,1945.0,abstract,348.0,559.0,95120.0,wikiart,Abstract Expressionism,Prostrating Figure,train_only,True,49126.jpg
Conrad Marca-Relli,1958,abstract,475.0,475.0,90179.0,wikiart,Abstract Expressionism,The woman of Samura,train_and_test,True,18748.jpg
Robert Goodnough,1971.0,abstract,354.0,480.0,112741.0,wikiart,Abstract Expressionism,Impact,train_and_test,False,34186.jpg
Richard Diebenkorn,,abstract,1258.0,1064.0,188324.0,wikiart,Abstract Expressionism,Sausalito,train_and_test,True,25183.jpg
Alvaro Lapa,1979.0,abstract,640.0,449.0,19301.0,wikiart,Abstract Expressionism,Gauguin,train_and_test,True,47057.jpg
Conrad Marca-Relli,1969,abstract,1024.0,795.0,141464.0,wikiart,Abstract Expressionism,Summer Suite C,train_and_test,True,60848.jpg
Sam Francis,1994,abstract,391.0,504.0,104659.0,wikiart,Abstract Expressionism,"Untitled (SFP94-101, SFF.1783)",train_and_test,False,76601.jpg
Arthur Pinajian,1989,landscape,641.0,499.0,87496.0,wikiart,Abstract Expressionism,"Untitled Landscape, Bellport (No.224)",train_and_test,False,17389.jpg
Abidin Dino,,figurative,629.0,629.0,29140.0,wikiart,Abstract Expressionism,unknown title,train_and_test,False,61407.jpg
Jackson Pollock,1944.0,figurative,540.0,769.0,206298.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,69565.jpg
Sam Francis,1963,abstract,419.0,570.0,251341.0,wikiart,Abstract Expressionism,Untitled (from Pasadena Box) (Lembark L61),train_and_test,True,49278.jpg
Blinky Palermo,1965.0,abstract,598.0,492.0,85238.0,wikiart,Abstract Expressionism,Blau auf Grün,train_and_test,True,81514.jpg
Al Held,1954.0,abstract,402.0,480.0,237361.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,63054.jpg
Hedda Sterne,1953,abstract,448.0,445.0,34667.0,wikiart,Abstract Expressionism,Tondo #22,train_and_test,False,40260.jpg
Kenzo Okada,1960.0,abstract,472.0,570.0,146886.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,47214.jpg
Louis Schanker,1944.0,abstract,514.0,349.0,93129.0,wikiart,Abstract Expressionism,Abstract Composition,train_and_test,True,11999.jpg
Friedel Dzubas,,abstract,450.0,405.0,129216.0,wikiart,Abstract Expressionism,Further Land,train_and_test,True,95061.jpg
Sam Francis,1994,abstract,321.0,504.0,71334.0,wikiart,Abstract Expressionism,"Untitled (SFP94-131, SFF.1801)",train_and_test,True,48759.jpg
Alfred Jensen,1963,abstract,335.0,480.0,179970.0,wikiart,Abstract Expressionism,Divine Analogy 4,train_and_test,True,63061.jpg
Bradley Walker Tomlin,1953,abstract,640.0,389.0,35368.0,wikiart,Abstract Expressionism,Number 15,train_only,True,7159.jpg
Blinky Palermo,1977.0,abstract,802.0,195.0,42599.0,wikiart,Abstract Expressionism,Ohne Titel,train_and_test,True,51312.jpg
Alfred Jensen,1958,abstract,640.0,640.0,108038.0,wikiart,Abstract Expressionism,Ascending I,train_and_test,True,77855.jpg
Sam Francis,1994,abstract,540.0,418.0,111958.0,wikiart,Abstract Expressionism,"Untitled (SFP94-3, SF94-024)",train_and_test,False,103170.jpg
Joan Mitchell,1990,abstract,500.0,607.0,96293.0,wikiart,Abstract Expressionism,Champs,train_and_test,True,33526.jpg
Moshe Kupferman,1986,abstract,550.0,386.0,111392.0,wikiart,Abstract Expressionism,Composition,train_and_test,True,25966.jpg
Mark Tobey,1960,abstract,685.0,462.0,64352.0,wikiart,Abstract Expressionism,Lovers of Light,train_only,True,27073.jpg
Jay DeFeo,1957,figurative,356.0,764.0,114575.0,wikiart,Abstract Expressionism,Persephone,train_and_test,True,81381.jpg
Joan Mitchell,1972,abstract,586.0,850.0,181097.0,wikiart,Abstract Expressionism,Blue Territory,train_and_test,True,28524.jpg
Henri Matisse,c.1947,illustration,600.0,386.0,63257.0,wikiart,Abstract Expressionism,The Lagoon 2,train_and_test,True,19068.jpg
Manabu Mabe,1980.0,abstract,815.0,1024.0,38042.0,wikiart,Abstract Expressionism,Sentimental Song,train_only,True,18036.jpg
Cy Twombly,2008.0,flower painting,700.0,241.0,28119.0,wikiart,Abstract Expressionism,The Rose (V),train_and_test,True,8651.jpg
Mario Cesariny,1968.0,abstract,674.0,1000.0,375813.0,wikiart,Abstract Expressionism,Rumeurs des villes,train_and_test,False,18604.jpg
Sam Francis,1976,abstract,440.0,570.0,198629.0,wikiart,Abstract Expressionism,Untitled (Self-Portrait),train_and_test,True,68785.jpg
Joan Mitchell,1992,abstract,1087.0,850.0,221125.0,wikiart,Abstract Expressionism,Merci,train_and_test,True,65285.jpg
Cy Twombly,1988.0,abstract,500.0,910.0,382173.0,wikiart,Abstract Expressionism,Untitled Part VIII,train_and_test,True,22740.jpg
Theodoros Stamos,1960.0,abstract,427.0,391.0,21589.0,wikiart,Abstract Expressionism,Reward #2,train_and_test,False,69141.jpg
Hans Hofmann,1958,abstract,350.0,814.0,153389.0,wikiart,Abstract Expressionism,Rhapsody,test_only,False,42438.jpg
Eduardo Nery,1982.0,abstract,1016.0,1024.0,118381.0,wikiart,Abstract Expressionism,Fractura/Paisagem II,train_and_test,False,93498.jpg
Conrad Marca-Relli,1969,abstract,474.0,475.0,82146.0,wikiart,Abstract Expressionism,Multiple D,train_and_test,True,59025.jpg
Pathway to the Sea,1975.0,abstract,450.0,334.0,143583.0,wikiart,Abstract Expressionism,Drawing for Ian Wedde,train_only,True,84485.jpg
William Turnbull,1953,figurative,1536.0,1318.0,292953.0,wikiart,Abstract Expressionism,Marching Figures,train_only,True,682.jpg
Jose Guerrero,,abstract,500.0,791.0,83550.0,wikiart,Abstract Expressionism,Red Composition,train_only,True,64209.jpg
Esteban Vicente,1951,abstract,500.0,399.0,61445.0,wikiart,Abstract Expressionism,Copla,train_and_test,False,75453.jpg
Esteban Vicente,1984,abstract,500.0,335.0,53309.0,wikiart,Abstract Expressionism,The Garden,train_and_test,True,64967.jpg
Robert Goodnough,1963.0,figurative,500.0,400.0,108396.0,wikiart,Abstract Expressionism,Crowded Boat II,train_and_test,True,76710.jpg
John Cage,1992.0,abstract,906.0,728.0,167632.0,wikiart,Abstract Expressionism,"HV2, No 17b",test_only,False,73065.jpg
Philip Guston,1954,abstract,708.0,693.0,77676.0,wikiart,Abstract Expressionism,Zone,train_and_test,True,30296.jpg
Ulfert Wilke,1976.0,abstract,386.0,550.0,149848.0,wikiart,Abstract Expressionism,Music to Be Seen (Open Edge Series),train_only,True,70975.jpg
Sam Francis,1972,abstract,570.0,454.0,242398.0,wikiart,Abstract Expressionism,Red Again,train_and_test,True,56281.jpg
Taro Yamamoto,1972.0,abstract,640.0,299.0,228589.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,84266.jpg
Richards Ruben,1962.0,abstract,419.0,480.0,44505.0,wikiart,Abstract Expressionism,Untitled,test_only,False,36043.jpg
Horia Bernea,1982.0,abstract,500.0,493.0,265335.0,wikiart,Abstract Expressionism,Prapor,train_and_test,True,30379.jpg
Mark Tobey,c.1970,abstract,367.0,480.0,31540.0,wikiart,Abstract Expressionism,American Landscape,train_only,True,17277.jpg
Jay DeFeo,1987,,600.0,370.0,73153.0,wikiart,Abstract Expressionism,Samurai No. 8,train_and_test,False,26027.jpg
Morris Louis,1949.0,abstract,1400.0,1107.0,272512.0,wikiart,Abstract Expressionism,Untitled D233b,train_and_test,True,82110.jpg
Gandy Brodie,1975.0,still life,441.0,550.0,72414.0,wikiart,Abstract Expressionism,Still Life after Van Gogh,train_and_test,True,42106.jpg
Richard Pousette-Dart,1945,abstract,470.0,750.0,229153.0,wikiart,Abstract Expressionism,Figure,train_and_test,True,66181.jpg
Alfred Jensen,1962,abstract,768.0,407.0,102915.0,wikiart,Abstract Expressionism,Systole And Diastole,train_and_test,True,7507.jpg
Jean-Paul Riopelle,1955.0,abstract,768.0,626.0,159362.0,wikiart,Abstract Expressionism,Untitled,train_and_test,True,101201.jpg
Jay DeFeo,1972,abstract,600.0,299.0,37109.0,wikiart,Abstract Expressionism,The Crescent Bridge I ,train_and_test,True,38509.jpg
William Scott,1960,abstract,800.0,606.0,64082.0,wikiart,Abstract Expressionism,Brown and Black,train_and_test,True,42315.jpg
John Hoyland,1979.0,abstract,1536.0,1146.0,120481.0,wikiart,Abstract Expressionism,Splay,train_and_test,True,73264.jpg
Perle Fine,1946,abstract,493.0,390.0,132147.0,wikiart,Abstract Expressionism,Sunblinded,test_only,False,12578.jpg
Barnett Newman,1945.0,abstract,454.0,512.0,250377.0,wikiart,Abstract Expressionism,Untitled,train_only,True,59205.jpg
Conrad Marca-Relli,1969,abstract,453.0,440.0,93278.0,wikiart,Abstract Expressionism,R-SCP-12-69,train_and_test,False,55409.jpg
Bui Xuan Phai,,abstract,998.0,638.0,119775.0,wikiart,Abstract Expressionism,(Abstract),train_and_test,False,29310.jpg
Robert Goodnough,1951.0,abstract,520.0,520.0,164859.0,wikiart,Abstract Expressionism,Untitled,train_and_test,False,81622.jpg
Jose Guerrero,1984.0,abstract,373.0,500.0,84316.0,wikiart,Abstract Expressionism,Cominezo com magenta,train_only,True,21313.jpg
